Row ID,Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Log_Sales
3521,2016-04-10,2016-04-15,Standard Class,Corporate,United States,Sacramento,California,West,Office Supplies,Binders,12.832,2.6269847483809894
924,2016-04-11,2016-04-15,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,406.6,6.01028630134857
923,2016-04-11,2016-04-15,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,21.99,3.1350593387750902
922,2016-04-11,2016-04-15,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,85.14,4.455973879625964
7461,2016-04-11,2016-04-14,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Copiers,639.968,6.462979533677646
7335,2016-04-11,2016-04-17,Standard Class,Consumer,United States,Tampa,Florida,South,Furniture,Furnishings,54.528,4.016887398037283
7334,2016-04-11,2016-04-17,Standard Class,Consumer,United States,Tampa,Florida,South,Furniture,Furnishings,67.36,4.224787858247391
7462,2016-04-11,2016-04-14,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,52.76,3.984529696214894
2070,2016-04-13,2016-04-19,Standard Class,Consumer,United States,Pomona,California,West,Furniture,Tables,710.832,6.567841928514022
8931,2016-04-13,2016-04-17,Standard Class,Consumer,United States,Huntsville,Texas,Central,Technology,Phones,239.976,5.484697343469493
4171,2016-04-13,2016-04-14,First Class,Home Office,United States,Mesa,Arizona,West,Office Supplies,Paper,54.816,4.022060566636935
4170,2016-04-13,2016-04-14,First Class,Home Office,United States,Mesa,Arizona,West,Office Supplies,Paper,31.104,3.4689806329646156
7836,2016-04-13,2016-04-17,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,479.92,6.175700936106709
8930,2016-04-13,2016-04-17,Standard Class,Consumer,United States,Huntsville,Texas,Central,Furniture,Tables,211.372,5.358339453935879
5179,2016-04-13,2016-04-19,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,37.68,3.6553226705850936
2094,2016-04-13,2016-04-15,Second Class,Consumer,United States,Farmington,New Mexico,West,Office Supplies,Supplies,12.88,2.6304489550786583
8929,2016-04-13,2016-04-17,Standard Class,Consumer,United States,Huntsville,Texas,Central,Furniture,Tables,609.98,6.415064225411629
5181,2016-04-13,2016-04-19,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Appliances,75.84,4.341725337900356
8400,2016-04-13,2016-04-18,Standard Class,Consumer,United States,Glendale,Arizona,West,Office Supplies,Storage,10.744,2.46334247187216
7835,2016-04-13,2016-04-17,Second Class,Consumer,United States,Los Angeles,California,West,Furniture,Tables,241.568,5.491282083440471
5180,2016-04-13,2016-04-19,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,258.576,5.559049530633219
2069,2016-04-13,2016-04-19,Standard Class,Consumer,United States,Pomona,California,West,Technology,Accessories,199.96,5.303105883279834
5539,2016-04-13,2016-04-20,Standard Class,Consumer,United States,Norfolk,Nebraska,Central,Office Supplies,Binders,17.43,2.9139797716817317
9600,2016-04-14,2016-04-18,Standard Class,Consumer,United States,Springfield,Oregon,West,Office Supplies,Appliances,35.208,3.5892800888911816
7583,2016-04-16,2016-04-21,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Chairs,127.764,4.85798127149639
1064,2016-04-16,2016-04-21,Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Art,7.872,2.182900250048066
1065,2016-04-16,2016-04-21,Standard Class,Corporate,United States,Toledo,Ohio,East,Technology,Phones,118.782,4.785673423975262
1066,2016-04-16,2016-04-21,Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Fasteners,1.448,0.8952713646500796
1067,2016-04-16,2016-04-21,Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Binders,55.47,4.033709523684745
5250,2016-04-16,2016-04-21,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,12.576,2.608303527931925
7460,2016-04-16,2016-04-18,First Class,Consumer,United States,Waynesboro,Virginia,South,Furniture,Bookcases,523.26,6.261987744468967
7459,2016-04-16,2016-04-18,First Class,Consumer,United States,Waynesboro,Virginia,South,Furniture,Furnishings,1196.86,7.088291910410839
7458,2016-04-16,2016-04-18,First Class,Consumer,United States,Waynesboro,Virginia,South,Office Supplies,Binders,9.14,2.316487998163037
1062,2016-04-16,2016-04-21,Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Appliances,45.216,3.8333260584789643
6201,2016-04-16,2016-04-20,Standard Class,Consumer,United States,Evanston,Illinois,Central,Technology,Copiers,1439.968,7.273070388952115
6202,2016-04-16,2016-04-20,Standard Class,Consumer,United States,Evanston,Illinois,Central,Technology,Accessories,43.56,3.7968365956190286
1063,2016-04-16,2016-04-21,Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Fasteners,10.416,2.4350158801745354
7457,2016-04-16,2016-04-18,First Class,Consumer,United States,Waynesboro,Virginia,South,Technology,Phones,569.64,6.346758537969783
5443,2016-04-17,2016-04-23,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,99.6,4.611152257665639
5444,2016-04-17,2016-04-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,62.296,4.147822136000247
2753,2016-04-17,2016-04-21,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,5.56,1.8809906029559975
2754,2016-04-17,2016-04-21,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,323.37,5.781884839543164
2755,2016-04-17,2016-04-21,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Phones,783.96,6.665632761070125
5445,2016-04-17,2016-04-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,10.71,2.460443177609626
2757,2016-04-17,2016-04-21,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,11.96,2.561867690924129
2756,2016-04-17,2016-04-21,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,1447.65,7.278387367250055
9305,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Office Supplies,Binders,1.476,0.9066443548223496
4721,2016-04-18,2016-04-20,Second Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,61.96,4.1424996041091475
9297,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Technology,Accessories,41.424,3.7477142398348287
9302,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Technology,Phones,97.968,4.5947965655605305
9301,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Furniture,Chairs,56.686,4.055014509758162
4720,2016-04-18,2016-04-20,Second Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Storage,947.17,6.854533811072749
50,2016-04-18,2016-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,Office Supplies,Binders,38.22,3.6691868207682004
51,2016-04-18,2016-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,Office Supplies,Labels,75.18,4.333098961050458
52,2016-04-18,2016-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,Furniture,Furnishings,6.16,1.9685099809725544
6140,2016-04-18,2016-04-20,First Class,Consumer,United States,Santa Maria,California,West,Office Supplies,Storage,115.44,4.757376118877422
53,2016-04-18,2016-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,Furniture,Chairs,89.99,4.5107496103686
9304,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Office Supplies,Paper,15.552,2.8065069404432417
9299,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Office Supplies,Art,74.352,4.322170467520516
9300,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Office Supplies,Binders,4.312,1.6699684121741327
2512,2016-04-18,2016-04-19,First Class,Consumer,United States,Monroe,Louisiana,South,Technology,Accessories,106.5,4.677490847567717
4197,2016-04-18,2016-04-23,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,21.93,3.132446096869813
9298,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Technology,Phones,244.768,5.504388001512833
9303,2016-04-18,2016-04-22,Second Class,Corporate,United States,Mcallen,Texas,Central,Office Supplies,Art,7.872,2.182900250048066
6035,2016-04-19,2016-04-25,Standard Class,Consumer,United States,Carrollton,Texas,Central,Office Supplies,Appliances,19.568,3.0237364699635885
6036,2016-04-19,2016-04-25,Standard Class,Consumer,United States,Carrollton,Texas,Central,Office Supplies,Binders,310.392,5.741052568639579
2292,2016-04-20,2016-04-25,Standard Class,Corporate,United States,Columbus,Georgia,South,Furniture,Furnishings,595.38,6.390878047787711
2291,2016-04-20,2016-04-25,Standard Class,Corporate,United States,Columbus,Georgia,South,Technology,Phones,287.97,5.666322876495819
2293,2016-04-20,2016-04-25,Standard Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Paper,12.96,2.6361960973342264
6168,2016-04-20,2016-04-25,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,117.456,4.774541583606418
8301,2016-04-20,2016-04-24,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Envelopes,180.96,5.203786882701803
6612,2016-04-21,2016-04-28,Standard Class,Consumer,United States,Louisville,Kentucky,South,Furniture,Chairs,191.96,5.262482913538821
6613,2016-04-21,2016-04-28,Standard Class,Consumer,United States,Louisville,Kentucky,South,Office Supplies,Binders,21.3,3.104586678466073
6614,2016-04-21,2016-04-28,Standard Class,Consumer,United States,Louisville,Kentucky,South,Technology,Phones,469.95,6.154751931268826
6615,2016-04-21,2016-04-28,Standard Class,Consumer,United States,Louisville,Kentucky,South,Furniture,Furnishings,209.88,5.351289251314142
6293,2016-04-22,2016-04-26,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,88.776,4.497317679008616
6294,2016-04-22,2016-04-26,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,64.14,4.176538799848087
4766,2016-04-24,2016-04-28,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,25.99,3.2954664270299134
3141,2016-04-25,2016-04-28,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,206.43,5.334793933358054
6956,2016-04-25,2016-05-02,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Envelopes,21.34,3.1063787936410545
6949,2016-04-25,2016-04-29,Standard Class,Consumer,United States,Aurora,Illinois,Central,Furniture,Chairs,128.058,4.860261915719403
6052,2016-04-25,2016-04-30,Standard Class,Consumer,United States,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,272.4,5.610935924289849
6051,2016-04-25,2016-04-30,Standard Class,Consumer,United States,Milwaukee,Wisconsin,Central,Office Supplies,Art,57.75,4.073291153024268
6948,2016-04-25,2016-04-29,Standard Class,Consumer,United States,Aurora,Illinois,Central,Office Supplies,Storage,221.024,5.4027854841371274
886,2016-04-25,2016-04-28,Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,13.944,2.7043098814864868
7832,2016-04-26,2016-05-01,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Binders,50.352,3.938703884009477
7831,2016-04-26,2016-05-01,Standard Class,Corporate,United States,San Diego,California,West,Technology,Phones,311.976,5.746126510284004
7829,2016-04-26,2016-05-01,Standard Class,Corporate,United States,San Diego,California,West,Furniture,Chairs,63.936,4.173402169458875
7830,2016-04-26,2016-05-01,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Art,59.52,4.102973888920155
73,2016-04-26,2016-05-02,Standard Class,Consumer,United States,Memphis,Tennessee,South,Furniture,Chairs,831.936,6.724956808482918
75,2016-04-26,2016-05-02,Standard Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Storage,72.784,4.3011419059334175
74,2016-04-26,2016-05-02,Standard Class,Consumer,United States,Memphis,Tennessee,South,Furniture,Furnishings,97.04,4.585375558659912
8207,2016-04-26,2016-04-30,Standard Class,Consumer,United States,Daytona Beach,Florida,South,Furniture,Tables,191.5155,5.260176669966839
8208,2016-04-26,2016-04-30,Standard Class,Consumer,United States,Daytona Beach,Florida,South,Office Supplies,Art,2.624,1.287578388180733
2899,2016-04-26,2016-04-30,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,408.422,6.014746408959755
1021,2016-04-27,2016-05-03,Standard Class,Consumer,United States,Washington,District of Columbia,East,Office Supplies,Art,22.74,3.167161389181522
3419,2016-04-27,2016-05-02,Standard Class,Home Office,United States,Aurora,Colorado,West,Office Supplies,Supplies,5.84,1.922787731634459
3418,2016-04-27,2016-05-02,Standard Class,Home Office,United States,Aurora,Colorado,West,Office Supplies,Appliances,43.56,3.7968365956190286
1022,2016-04-27,2016-05-03,Standard Class,Consumer,United States,Washington,District of Columbia,East,Furniture,Chairs,1267.53,7.145614028739971
1023,2016-04-27,2016-05-03,Standard Class,Consumer,United States,Washington,District of Columbia,East,Technology,Machines,1379.92,7.230505222694411
381,2016-04-28,2016-05-05,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,12.176,2.5783969928753394
379,2016-04-28,2016-05-05,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Appliances,8.652,2.2671651477627854
7683,2016-04-28,2016-05-01,First Class,Home Office,United States,Midland,Michigan,Central,Office Supplies,Appliances,186.732,5.2350154138777745
7684,2016-04-28,2016-05-01,First Class,Home Office,United States,Midland,Michigan,Central,Office Supplies,Binders,3812.97,8.246425920371694
380,2016-04-28,2016-05-05,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,23.832,3.2121331440008083
5861,2016-04-29,2016-05-04,Second Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,7.968,2.193662685769859
8351,2016-04-30,2016-05-04,Standard Class,Corporate,United States,Lawrence,Massachusetts,East,Office Supplies,Paper,6.48,2.012232791986386
6592,2016-04-30,2016-05-06,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Art,34.65,3.573749146860305
8349,2016-04-30,2016-05-04,Standard Class,Corporate,United States,Lawrence,Massachusetts,East,Technology,Phones,209.5,5.349485653122436
8347,2016-04-30,2016-05-04,Standard Class,Corporate,United States,Lawrence,Massachusetts,East,Furniture,Furnishings,31.4,3.4781584227982836
3045,2016-04-30,2016-05-02,Second Class,Consumer,United States,Troy,Ohio,East,Technology,Phones,1022.97,6.931442508295292
8350,2016-04-30,2016-05-04,Standard Class,Corporate,United States,Lawrence,Massachusetts,East,Furniture,Furnishings,24.3,3.2308043957334744
6593,2016-04-30,2016-05-06,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,19.8,3.0349529867072724
67,2016-04-30,2016-05-05,Standard Class,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,213.115,5.36651325386079
8348,2016-04-30,2016-05-04,Standard Class,Corporate,United States,Lawrence,Massachusetts,East,Furniture,Furnishings,9.48,2.349468678892896
3993,2016-05-01,2016-05-05,Standard Class,Corporate,United States,Tampa,Florida,South,Office Supplies,Supplies,41.376,3.7465821642422257
3994,2016-05-01,2016-05-05,Standard Class,Corporate,United States,Tampa,Florida,South,Office Supplies,Art,172.704,5.157352701191471
3992,2016-05-01,2016-05-05,Standard Class,Corporate,United States,Tampa,Florida,South,Furniture,Furnishings,63.552,4.167471100546205
6348,2016-05-01,2016-05-06,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,12.176,2.5783969928753394
6349,2016-05-01,2016-05-06,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,37.32,3.6459719531026598
1450,2016-05-01,2016-05-07,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,88.752,4.497050311242663
6350,2016-05-01,2016-05-06,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Supplies,35.06,3.585184217775171
4114,2016-05-02,2016-05-07,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Labels,8.856,2.2880804067911638
4115,2016-05-02,2016-05-07,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,158.376,5.07126619040281
4662,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,844.116,6.739473896041906
4658,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,23.696,3.2066412871998584
4663,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,76.752,4.3535242742011695
4659,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,7.968,2.193662685769859
4657,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,59.904,4.109298854003912
9551,2016-05-03,2016-05-06,First Class,Home Office,United States,San Jose,California,West,Office Supplies,Binders,13.848,2.697865176043845
4661,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,27.552,3.351726986187859
7220,2016-05-03,2016-05-06,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,49.568,3.9233189651699973
7217,2016-05-03,2016-05-06,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,8.82,2.2844211223663744
3778,2016-05-03,2016-05-08,Standard Class,Home Office,United States,Chula Vista,California,West,Furniture,Furnishings,665.88,6.502610119684893
4660,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,18.2,2.954910279033736
7219,2016-05-03,2016-05-06,First Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,339.96,5.831765168350307
7218,2016-05-03,2016-05-06,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,62.496,4.150976911788574
305,2016-05-04,2016-05-09,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,26.8,3.3250360206965914
5727,2016-05-04,2016-05-08,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,946.344,6.8536622796018305
6595,2016-05-04,2016-05-11,Standard Class,Corporate,United States,Indianapolis,Indiana,Central,Office Supplies,Art,125.93,4.843635753400086
3403,2016-05-04,2016-05-05,First Class,Corporate,United States,Tinley Park,Illinois,Central,Furniture,Furnishings,22.288,3.147938206443322
2976,2016-05-07,2016-05-12,Standard Class,Consumer,United States,Allen,Texas,Central,Office Supplies,Paper,15.936,2.829441533832564
5889,2016-05-07,2016-05-12,Standard Class,Consumer,United States,Owensboro,Kentucky,South,Office Supplies,Paper,45.68,3.8433158074183553
2975,2016-05-07,2016-05-12,Standard Class,Consumer,United States,Allen,Texas,Central,Furniture,Tables,244.006,5.501282700040775
5528,2016-05-08,2016-05-10,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,37.94,3.6620219999440535
5062,2016-05-08,2016-05-12,Standard Class,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Binders,43.98,3.8062179465311696
5711,2016-05-08,2016-05-15,Standard Class,Consumer,United States,New York City,New York,East,Technology,Copiers,2799.944,7.937711782200556
1979,2016-05-08,2016-05-12,Standard Class,Consumer,United States,Salem,Oregon,West,Office Supplies,Art,5.248,1.8322614125373848
5710,2016-05-08,2016-05-15,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,127.764,4.85798127149639
1152,2016-05-08,2016-05-14,Standard Class,Corporate,United States,Cuyahoga Falls,Ohio,East,Furniture,Furnishings,8.352,2.2355902241697674
5709,2016-05-08,2016-05-15,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,357.93,5.8831273834035995
5708,2016-05-08,2016-05-15,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,79.44,4.387511564904451
5064,2016-05-08,2016-05-12,Standard Class,Consumer,United States,Minneapolis,Minnesota,Central,Furniture,Furnishings,123.96,4.827993686091376
5063,2016-05-08,2016-05-12,Standard Class,Consumer,United States,Minneapolis,Minnesota,Central,Technology,Phones,377.97,5.937457046276627
5712,2016-05-08,2016-05-15,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,19.44,3.017493765335504
9786,2016-05-09,2016-05-13,Standard Class,Consumer,United States,Louisville,Kentucky,South,Office Supplies,Binders,48.81,3.908215767085192
8248,2016-05-10,2016-05-10,Same Day,Home Office,United States,Aurora,Illinois,Central,Office Supplies,Art,36.784,3.631885732593816
8465,2016-05-10,2016-05-15,Standard Class,Consumer,United States,Louisville,Colorado,West,Technology,Accessories,46.688,3.8646797939176256
8247,2016-05-10,2016-05-10,Same Day,Home Office,United States,Aurora,Illinois,Central,Office Supplies,Appliances,70.97,4.276249365519713
9541,2016-05-11,2016-05-16,Second Class,Home Office,United States,Phoenix,Arizona,West,Furniture,Chairs,191.968,5.2625243720492225
8664,2016-05-12,2016-05-17,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,127.904,4.859067941271268
8663,2016-05-12,2016-05-17,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,619.152,6.429964609282342
5212,2016-05-12,2016-05-16,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,36.63,3.627801604605346
4716,2016-05-12,2016-05-16,Standard Class,Consumer,United States,Louisville,Colorado,West,Technology,Phones,201.584,5.311154615349529
2805,2016-05-12,2016-05-16,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,25.68,3.283914221047423
2804,2016-05-12,2016-05-16,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,12.84,2.6275629501895237
8662,2016-05-12,2016-05-17,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,21.968,3.134101942818763
6261,2016-05-12,2016-05-18,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,14.592,2.7467579622052596
7160,2016-05-13,2016-05-18,Second Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,222.384,5.4088922636584185
7161,2016-05-13,2016-05-18,Second Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Fasteners,16.0,2.833213344056216
696,2016-05-14,2016-05-17,First Class,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Labels,47.36,3.878673025746592
7406,2016-05-14,2016-05-19,Standard Class,Corporate,United States,Camarillo,California,West,Furniture,Chairs,97.568,4.590746665322367
6688,2016-05-14,2016-05-21,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,1117.92,7.02011921335229
7407,2016-05-14,2016-05-19,Standard Class,Corporate,United States,Camarillo,California,West,Furniture,Chairs,722.352,6.583895963985028
7405,2016-05-14,2016-05-19,Standard Class,Corporate,United States,Camarillo,California,West,Furniture,Furnishings,122.91,4.819555495628402
7404,2016-05-14,2016-05-19,Standard Class,Corporate,United States,Camarillo,California,West,Furniture,Bookcases,509.9575,6.236286416490464
701,2016-05-14,2016-05-17,First Class,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Binders,4.896,1.7742741548870355
695,2016-05-14,2016-05-17,First Class,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Art,198.272,5.294670725627839
699,2016-05-14,2016-05-17,First Class,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Art,2.696,1.3072511537794378
698,2016-05-14,2016-05-17,First Class,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Labels,97.696,4.592044418769164
697,2016-05-14,2016-05-17,First Class,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Envelopes,200.984,5.308188486343299
700,2016-05-14,2016-05-17,First Class,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Binders,18.588,2.974917133840071
5644,2016-05-15,2016-05-20,Second Class,Corporate,United States,Roswell,Georgia,South,Office Supplies,Envelopes,17.94,2.9412760877579323
8589,2016-05-15,2016-05-22,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,51.968,3.9696879576225452
1468,2016-05-16,2016-05-16,Same Day,Home Office,United States,Jacksonville,Florida,South,Technology,Accessories,255.968,5.548951563524079
4290,2016-05-17,2016-05-21,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,14.088,2.7138997258911015
4289,2016-05-17,2016-05-21,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,33.28,3.534562093729579
9051,2016-05-18,2016-05-22,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,10.86,2.4731713935695794
6702,2016-05-20,2016-05-24,Standard Class,Consumer,United States,Wilson,North Carolina,South,Furniture,Furnishings,163.136,5.100695352463904
6703,2016-05-20,2016-05-24,Standard Class,Consumer,United States,Wilson,North Carolina,South,Office Supplies,Binders,6.408,2.0025604973438784
5248,2016-05-21,2016-05-27,Standard Class,Consumer,United States,Frankfort,Illinois,Central,Office Supplies,Appliances,20.768,3.080441001480945
6920,2016-05-21,2016-05-28,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,24.588,3.242123491587891
5337,2016-05-21,2016-05-25,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,26.976,3.3313469997610747
8102,2016-05-22,2016-05-26,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,8.26,2.225704048658088
8104,2016-05-22,2016-05-26,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,104.79,4.661455996998683
8103,2016-05-22,2016-05-26,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Machines,2973.32,7.997770720424729
8105,2016-05-22,2016-05-26,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,775.728,6.655090224730755
5093,2016-05-23,2016-05-27,Standard Class,Corporate,United States,Woonsocket,Rhode Island,East,Office Supplies,Storage,51.45,3.9598603348423063
3298,2016-05-23,2016-05-30,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Appliances,121.792,4.810491867011107
3297,2016-05-23,2016-05-30,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,19.194,3.0053855305821293
7626,2016-05-23,2016-05-27,Second Class,Home Office,United States,Detroit,Michigan,Central,Furniture,Furnishings,75.33,4.335066045810379
7625,2016-05-23,2016-05-27,Second Class,Home Office,United States,Detroit,Michigan,Central,Office Supplies,Appliances,850.5,6.746999500102743
786,2016-05-23,2016-05-28,Standard Class,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Envelopes,186.69,5.234791665668158
6899,2016-05-24,2016-05-26,Second Class,Consumer,United States,Naperville,Illinois,Central,Furniture,Chairs,602.651,6.402996216366107
6900,2016-05-24,2016-05-26,Second Class,Consumer,United States,Naperville,Illinois,Central,Office Supplies,Binders,7.656,2.1582527221041254
1937,2016-05-25,2016-05-27,Second Class,Home Office,United States,San Francisco,California,West,Furniture,Furnishings,14.73,2.7555697170701863
4571,2016-05-25,2016-05-27,Second Class,Home Office,United States,Wichita,Kansas,Central,Office Supplies,Art,21.24,3.1018924693823817
4572,2016-05-25,2016-05-27,Second Class,Home Office,United States,Wichita,Kansas,Central,Office Supplies,Binders,127.96,4.859502278758318
9110,2016-05-25,2016-05-28,First Class,Corporate,United States,Haltom City,Texas,Central,Technology,Accessories,207.984,5.342257694010402
9109,2016-05-25,2016-05-28,First Class,Corporate,United States,Haltom City,Texas,Central,Office Supplies,Paper,32.368,3.507597356894644
4966,2016-05-25,2016-05-28,Second Class,Corporate,United States,Columbia,Tennessee,South,Technology,Phones,467.04,6.148553762350757
9108,2016-05-25,2016-05-28,First Class,Corporate,United States,Haltom City,Texas,Central,Office Supplies,Supplies,22.368,3.15136756508544
1296,2016-05-25,2016-05-29,Standard Class,Consumer,United States,Pueblo,Colorado,West,Office Supplies,Appliances,845.728,6.741379509665636
